Gestionnaire;Nom de l'OPC;Type d'OPC;Catégorie;Date;Valeur Liquidative; Actif net 
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;31/03/2025;40 239;12 079 897 361
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;31/03/2025;17 961;531 496 205
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2025;13 143;49 867 144 711
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;31/03/2025;210 502;500 152 375
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);31/03/2025;37 825 386;46 848 788 331
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);31/03/2025;117 083;36 296 745 753
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2025;108 684;11 287 939 146
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;31/03/2025;109 138;247 438 995
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);31/03/2025;11 235;8 200 281 692
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;31/03/2025;2 219;176 706 610
BNI GESTION;CNRA;FCPE;Diversifié;31/03/2025;3 757;97 176 949
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;31/03/2025;5 957;243 706 282
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;31/03/2025;4 937;537 319 208
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;31/03/2025;8 052;445 709 376
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;31/03/2025;14 139;17 077 181 618
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;31/03/2025;9 398;5 132 657 486
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;31/03/2025;1 603;3 085 784 404
CGF GESTION;SALAM CI;FCP;Diversifié;31/03/2025;1 134;1 782 750 577
CGF GESTION;BNDE VALEURS;FCP;Diversifié;31/03/2025;1 315;4 072 521 076
CGF GESTION;WALO;FCP;Diversifié;31/03/2025;1 240;1 556 477 866
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;31/03/2025;1 668;14 895 415 715
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;31/03/2025;12 953;8 834 329 079
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;31/03/2025;1 693;4 930 984 586
CGF GESTION;EXPAT;FCP;Diversifié;31/03/2025;1 190;1 650 690 775
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);31/03/2025;1 288;1 141 368 074
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;31/03/2025;2 286;1 703 017 056
CGF GESTION;AL BARAKA 2;FCP;Diversifié;31/03/2025;1 257;2 486 436 100
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;31/03/2025;1 342 530;1 471 816 798
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;31/03/2025;1 119;1 844 969 895
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;31/03/2025;1 200;11 078 229 464
CGF GESTION;DIASPORA;FCP;Diversifié;31/03/2025;1 228;4 625 821 385
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;31/03/2025;1 154;5 702 045 566
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);31/03/2025;142 751;6 963 864 198
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;31/03/2025;9 882;24 436 485 020
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;31/03/2025;1 865;499 687 051
CGF GESTION;FORCE PAD;FCP;Diversifié;31/03/2025;2 207;1 891 885 394
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;31/03/2025;1 430;2 271 836 509
CGF GESTION;TRANSVIE;FCP;Diversifié;31/03/2025;1 078;315 471 537
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;31/03/2025;10 246;1 207 259 729
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;31/03/2025;5 260;743 377 637
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);31/03/2025;21 049;204 248 664 481
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;31/03/2025;9 351;7 813 555 205
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;31/03/2025;1 854 998;579 948 066
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);31/03/2025;1 024 867;153 730 146
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);31/03/2025;5 442;8 140 089 802
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;31/03/2025;N/D;7 971 881 792
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);31/03/2025;N/D;29 503 049 564
BAOBAB ASSET MANAGEMENT;BAM WURUS;FCP;Actions ;31/03/2025;12 269;697 425 596
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);31/03/2025;10 988;4 075 937 708
BAOBAB ASSET MANAGEMENT;BAM FI NATANGUE;FCPR;Actifs non cotés;31/03/2025;10 339;138 508 054
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);31/03/2025;11 103;266 891 667
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;31/03/2025;1 120 046;3 472 141 759
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);30/06/2025;6?440,97;23 492 403 349
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;30/06/2025;7 115;2 135 795 742
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;30/06/2025;5 375;4 785 353 178
SGCAMWA;SOGEAVENIR;FCP;Diversifié;30/06/2025;2 182;4 965 627 808
SGCAMWA;SOGEDEFI;FCP;Diversifié;30/06/2025;5 138;4 880 061 872
SGCAMWA;SOGEVALOR;FCP;Actions ;30/06/2025;5 290;6 803 210 123
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;30/06/2025;5 150;6 473 192 652
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);30/06/2025;11 369 580;45 135 823 731
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);30/06/2025;5 289;46 232 885 315
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;30/06/2025;103 274 216;10 032 330 434
SGCAMWA;SOGE EPARGNE PLUS;FCP;Obligataire (OLMT);30/06/2025;4 999;494 411 946
SGCAMWA;ENERGIES;FCP;Obligataire (OLMT);30/06/2025;4 998;574 239 953
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);30/06/2025;1 451;17 843 315 694
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;30/06/2025;1 519;770 439 729
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);30/06/2025;9 009;28 299 149 009
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;30/06/2025;10 503;9 590 879 871
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;30/06/2025;8 116;1 730 101 376
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);30/06/2025;12 175;9 475 557 091
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);30/06/2025;16 328;36 205 442 474
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2025;6 351;29 676 372 014
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);30/06/2025;14 085;1 586 606 946
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);30/06/2025;6 126;27 210 354 503
SOAGA;SOAGA TRESORERIE;FCP;Monétaire (OCT);30/06/2025;10 103;2 098 085 499
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;30/06/2025;16 442 806;23 205 307 202
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;30/06/2025;13 738;8 505 687 212
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;30/06/2025;7 051;5 366 649 345
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;30/06/2025;11 086;3 175 699 466
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2025;6 629;53 124 119 136
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;30/06/2025;38 757 303;6 575 451 679
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;30/06/2025;8 079;1 851 799 914
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;30/06/2025;14 310;2 522 043 996
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;30/06/2025;12 277;2 856 521 645
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);30/06/2025;8 331;2 700 763 973
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCP;Diversifié;30/06/2025;2 704;64 095 433
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;30/06/2025;9 458;1 301 245 222
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;30/06/2025;9 170;2 695 536 356
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);30/06/2025;5 888;793 784 267
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);30/06/2025;14 392;37 293 095 181
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);30/06/2025;15 625;4 363 598 042
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);30/06/2025;16 616;39 320 920 983
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;30/06/2025;23 606;617 112 943
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;30/06/2025;22 736;3 366 562 556
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);30/06/2025;15 720;23 164 307 633
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);30/06/2025;15 524;35 687 836 694
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);30/06/2025;12 045;29 742 244 271
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);30/06/2025;11 189;51 125 737 994
ATTIJARI ASSET MANAGEMENT;CRAT PERFORMANCE;FCP;Diversifié;30/06/2025;12 564;726 566 040
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);30/06/2025;7 521;71 583 582 342
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);30/06/2025;7 056;58 001 984 104
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE IFC;FCP;Obligataire (OLMT);30/06/2025;1 359 140;8 775 317 404
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2025;11 800;406 823 922
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);30/06/2025;11 691;63 864 059 223
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);30/06/2025;1 174 644;66 961 501 416
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);30/06/2025;6 651;1 859 382 504
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTIONS;FCP;Actions ;30/06/2025;12 034;256 881 107
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;30/06/2025;10 802;332 854 673
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;30/06/2025;6 482;18 009 989 584
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;30/06/2025;14 910;855 279 544
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);30/06/2025;126 747;755 560 270
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;30/06/2025;36 618;4 670 865 420
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;30/06/2025;6 828;22 081 466 805
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;30/06/2025;8 456;12 256 564 796
NSIA ASSET MANAGEMENT;TAWFIR HALAL;FCP;Diversifié;30/06/2025;5 618;1 293 918 368
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);30/06/2025;6 293;60 655 905 540
NSIA ASSET MANAGEMENT;AURORE MONETARIS;FCP;Monétaire (OCT);30/06/2025;5 643;2 253 653 661
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;30/06/2025;1 250 798;4 723 004 110
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;30/06/2025;5 935;1 297 732 087
NSIA ASSET MANAGEMENT;AURORE SECURITE II;FCP;Obligataire (OLMT);30/06/2025;5 718;21 205 058 696
NSIA ASSET MANAGEMENT;OBLIGATIONS PREMIUM;FCP;Obligataire (OLMT);30/06/2025;5 417;121 958 940
NSIA ASSET MANAGEMENT;AURORE OBLIGATIONS SOUVERAINES;FCP;Obligataire (OLMT);30/06/2025;10 400;22 497 359 394
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;30/06/2025;20 801;768 917 875
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;30/06/2025;18 436;959 690 502
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;30/06/2025;15 933;3 164 044 554
SGA2E;CIE;FCPE;Diversifié;30/06/2025;9 465;45 632 226 786
SGA2E;SODECI;FCPE;Diversifié;30/06/2025;11 462;23 429 240 543
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;30/06/2025;27 453;759 484 907
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);30/06/2025;9 364;11 065 382 843
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;30/06/2025;23 818;1 496 693 097
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;30/06/2025;20 003;2 725 710 669
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);30/06/2025;13 197;29 266 815 954
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2025;12 287;4 522 442 124
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL LIQUIDITE;FCP;Obligataire (OLMT);30/06/2025;10 017;3 796 481 764
ENKO CAPITAL WEST AFRICA;GOORGOORLU;FCP;Monétaire (OCT);30/06/2025;961;454 863 298
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;30/06/2025;8 303;28 309 588 729
BOA CAPITAL CAM;BOA INVESTMENT;FCP;Obligataire (OLMT);30/06/2025;42 833 811;45 036 637 289
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;30/06/2025;43 473;12 548 140 977
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;30/06/2025;19 630;588 893 553
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2025;13 325;49 152 831 121
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;30/06/2025;226 686;538 606 855
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);30/06/2025;38 347 325;47 454 377 763
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);30/06/2025;118 747;36 661 149 784
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);30/06/2025;110 645;29 490 636 380
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;30/06/2025;116 006;263 338 317
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);30/06/2025;11 318;13 524 269 024
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;30/06/2025;2 309;187 109 363
BNI GESTION;CNRA;FCPE;Diversifié;30/06/2025;3 870;100 092 849
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;30/06/2025;5 909;242 792 931
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;30/06/2025;5 106;590 451 794
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;30/06/2025;8 208;438 043 919
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;30/06/2025;14 139;20 857 002 622
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;30/06/2025;9 398;6 376 613 395
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;30/06/2025;1 625;2 707 041 826
CGF GESTION;SALAM CI;FCP;Diversifié;30/06/2025;1 190;1 926 161 934
CGF GESTION;BNDE VALEURS;FCP;Diversifié;30/06/2025;1 348;4 276 319 037
CGF GESTION;WALO;FCP;Diversifié;30/06/2025;1 282;1 610 175 845
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;30/06/2025;1 702;14 716 123 101
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;30/06/2025;13 283;8 810 598 435
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;30/06/2025;1 743;4 412 923 216
CGF GESTION;EXPAT;FCP;Diversifié;30/06/2025;1 218;1 897 974 578
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);30/06/2025;1 320;1 169 752 095
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;30/06/2025;2 395;1 796 497 855
CGF GESTION;AL BARAKA 2;FCP;Diversifié;30/06/2025;1 302;2 569 884 885
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;30/06/2025;1 383 648;1 414 981 045
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;30/06/2025;1 144;1 868 433 070
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;30/06/2025;1 230;11 527 138 315
CGF GESTION;DIASPORA;FCP;Diversifié;30/06/2025;1 258;4 725 790 597
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;30/06/2025;1 206;6 680 442 310
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);30/06/2025;144 585;7 053 290 554
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;30/06/2025;10 476;26 150 427 571
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;30/06/2025;1 962;530 206 730
CGF GESTION;FORCE PAD;FCP;Diversifié;30/06/2025;2 274;1 953 931 870
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;30/06/2025;1 520;2 730 939 581
CGF GESTION;TRANSVIE;FCP;Diversifié;30/06/2025;1 130;397 617 005
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;30/06/2025;10 246;1 207 328 331
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;30/06/2025;5 111;812 816 258
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);30/06/2025;20 537;197 559 234 794
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;30/06/2025;9 870;8 243 992 106
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;30/06/2025;1 944 688;582 913 137
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);30/06/2025;1 011 202;151 680 302
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);30/06/2025;5 500;12 056 406 745
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;30/06/2025;N/D;8 892 759 564
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);30/06/2025;N/D;18 853 839 297
BAOBAB ASSET MANAGEMENT;BAM WURUS;FCP;Actions ;30/06/2025;13 897;1 228 633 995
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);30/06/2025;11 191;4 670 140 422
BAOBAB ASSET MANAGEMENT;BAM FI NATANGUE;FCPR;Actifs non cotés;30/06/2025;10 387;139 141 754
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);30/06/2025;11 296;284 462 751
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;30/06/2025;1 000 000;3 000 000 000
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);30/09/2025;6 548;23 457 796 789
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;30/09/2025;7 348;2 297 255 407
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;30/09/2025;5 510;4 932 561 885
SGCAMWA;SOGEAVENIR;FCP;Diversifié;30/09/2025;2 319;5 280 975 226
SGCAMWA;SOGEDEFI;FCP;Diversifié;30/09/2025;5 442;5 094 421 339
SGCAMWA;SOGEVALOR;FCP;Actions ;30/09/2025;5 522;7 143 084 197
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;30/09/2025;5 468;6 660 184 829
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);30/09/2025;11 166 954;48 814 411 493
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);30/09/2025;5 135;46 857 899 194
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;30/09/2025;103 960 986;10 099 045 079
SGCAMWA;SOGE EPARGNE PLUS;FCP;Obligataire (OLMT);30/09/2025;5 418;14 502 197 960
SGCAMWA;ENERGIES;FCP;Obligataire (OLMT);30/09/2025;5 203;598 356 095
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);30/09/2025;1 458;20 103 585 723
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;30/09/2025;1 615;1 050 565 096
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);30/09/2025;9 172;27 902 642 696
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;30/09/2025;11 120;11 473 519 572
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;30/09/2025;9 183;1 975 422 960
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);30/09/2025;12 495;12 218 773 513
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);30/09/2025;16 665;36 272 466 488
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2025;6 459;30 176 042 987
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);30/09/2025;14 335;1 738 258 199
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);30/09/2025;6 233;29 313 822 075
SOAGA;SOAGA TRESORERIE;FCP;Monétaire (OCT);30/09/2025;10 244;3 987 603 470
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;30/09/2025;16 569 931;23 384 035 629
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;30/09/2025;14 274;8 994 113 886
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;30/09/2025;7 317;6 255 091 016
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;30/09/2025;11 466;4 224 455 039
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2025;6 702;49 490 864 067
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;30/09/2025;40 386 344;6 988 657 980
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;30/09/2025;8 407;2 409 288 975
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;30/09/2025;16 085;3 502 021 273
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;30/09/2025;12 726;3 059 829 311
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);30/09/2025;8 526;3 290 920 111
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCP;Diversifié;30/09/2025;2 702;630 680 213
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;30/09/2025;10 116;1 447 584 852
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;30/09/2025;9 515;2 952 264 642
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);30/09/2025;5 832;824 105 162
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);30/09/2025;14 486;32 439 413 086
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);30/09/2025;15 768;3 921 259 232
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);30/09/2025;16 724;38 730 619 725
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;30/09/2025;25 579;697 080 108
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;30/09/2025;24 330;5 477 654 736
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);30/09/2025;15 875;19 393 825 400
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);30/09/2025;15 701;34 890 430 534
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);30/09/2025;12 243;30 231 596 481
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);30/09/2025;11 318;51 510 853 665
ATTIJARI ASSET MANAGEMENT;CRAT PERFORMANCE;FCP;Diversifié;30/09/2025;13 401;774 954 254
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);30/09/2025;7 624;72 293 811 737
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);30/09/2025;7 134;58 140 973 123
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE IFC;FCP;Obligataire (OLMT);30/09/2025;1 380 213;8 911 377 908
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);30/09/2025;11 913;410 720 120
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);30/09/2025;11 868;65 825 448 046
