N°,Gestionnaire,Nom de l'OPC,Type d'OPC,Catégorie,Date,Valeur Liquidative,Actif net
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE  CROISSANCE ,FCP,Diversifié,2025-09-30,11120.1,11473519571.94
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE ACTION,FCP,Actions ,2025-09-30,9183.13,1975422959.5
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM SERENITIS,FCP,Obligataire (OLMT),2025-09-30,12494.57,12218773513.35
,SOAGA,FCP SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2025-09-30,16665,36272466488
,SOAGA,FCP SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2025-09-30,6459,30176042987
,SOAGA,FCP BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2025-09-30,14335,1738258199
,SOAGA,FCP SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2025-09-30,6233,29313822075
,SOAGA,FCP SOAGA TRESORERIE,FCP,Monétaire (OCT),2025-09-30,10244,3987603470
,SOAGA,SICAV ABDOU DIOUF,SICAV,Diversifié,2025-09-30,16569931,23384035629
,SOAGA,FCP SOAGA EPARGNE ACTIVE,FCP,Diversifié,2025-09-30,14274,8994113886
,SOAGA,FCP SOAGA EPARGNE DYNAMIQUE,FCP,Actions ,2025-09-30,7317.25,6255091016
,SOAGA,FCP SOAGA EPARGNE ACTIONS,FCP,Actions ,2025-09-30,11466.1,4224455039
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2025-09-30,6702.1794,49490864067
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE EQUILIBRE,FCP,Diversifié,2025-09-30,40386344.216,6988657980
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2025-09-30,8406.6113,2409288975
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions ,2025-09-30,16085.24,3502021273
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2025-09-30,12725.78,3059829311
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2025-09-30,8526.25,3290920111
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP SDE,FCP,Diversifié,2025-09-30,2702,630680213
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions ,2025-09-30,10116,1447584852
,CORIS ASSET MANAGEMENT,CORIS PERFORMANCE,FCP,Diversifié,2025-09-30,9515,2952264642
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Monétaire (OCT),2025-09-30,5832,824105162
,ATTIJARI ASSET MANAGEMENT,SICAV ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2025-09-30,14486.44,32439413086.28
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2025-09-30,15768.04,3921259232.24
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI HORIZON,FCP,Obligataire (OLMT),2025-09-30,16723.91,38730619725.01
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI ACTIONS,FCP,Actions ,2025-09-30,25579.04,697080108.49
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI DIVERSIFIE,FCP,Diversifié,2025-09-30,24330.16,5477654736.34
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI INVEST,FCP,Obligataire (OLMT),2025-09-30,15874.99,19393825400.26
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2025-09-30,15700.91,34890430534.31
,ATTIJARI ASSET MANAGEMENT,FCP CRBC-PROSPERITE,FCP,Obligataire (OLMT),2025-09-30,12242.99,30231596481.4
,ATTIJARI ASSET MANAGEMENT,FCP WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2025-09-30,11317.55,51510853664.61
,ATTIJARI ASSET MANAGEMENT,FCP CRAT PERFORMANCE,FCP,Diversifié,2025-09-30,13401.02,774954253.83
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2025-09-30,7623.8615,72293811737
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2025-09-30,7134.0874,58140973123
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE IFC,FCP,Obligataire (OLMT),2025-09-30,1380213.0325,8911377908
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE OBLIGATIONS,FCP,Obligataire (OLMT),2025-09-30,11912.9302,410720120
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE PLUS,FCP,Obligataire (OLMT),2025-09-30,11867.7126,65825448046
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE PRESTIGE,FCP,Obligataire (OLMT),2025-09-30,1189650.0698,66886507503
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2025-09-30,6748.8268,611172687
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE ACTIONS,FCP,Actions ,2025-09-30,12869.0851,323696783
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE HORIZON,FCP,Diversifié,2025-09-30,11072.4512,480011540
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE CROISSANCE,FCP,Diversifié,2025-09-30,6752.622,18762950244
,SGO MALI FINANCES,FCP NYESIGUI,FCP,Diversifié,2025-09-30,15369,919156039
,SGO MALI FINANCES,FCP TOUNKARANKE,FCP,Obligataire (OLMT),2025-09-30,127245,755935132
,SGO MALI FINANCES,FCPE ORANGE,FCPE,Diversifié,2025-09-30,36994,4686371794
,NSIA ASSET MANAGEMENT,FCP NSIA Fonds Diversifié,FCP,Diversifié,2025-09-30,7024,19985986134
,NSIA ASSET MANAGEMENT,FCP Aurore Opportunités,FCP,Actions ,2025-09-30,8941,14360572764
,NSIA ASSET MANAGEMENT,TAWFIR HALAL,FCP,Diversifié,2025-09-30,5746,1092754355
,NSIA ASSET MANAGEMENT,FCP Aurore sécurité,FCP,Obligataire (OLMT),2025-09-30,6385,61012118028
,NSIA ASSET MANAGEMENT,FCP Aurore Monetaris,FCP,Monétaire (OCT),2025-09-30,5779,1327804392
,NSIA ASSET MANAGEMENT,FCP NSIA Assurance Optimum,FCP,Diversifié,2025-09-30,1300308,4935149039
,NSIA ASSET MANAGEMENT,FCPE Evolutis,FCPE,Diversifié,2025-09-30,6347.44,1300676239
,NSIA ASSET MANAGEMENT,FCP AURORE SECURITE II,FCP,Obligataire (OLMT),2025-09-30,5814,26235046069
,NSIA ASSET MANAGEMENT,FCP Obligations Premium,FCP,Obligataire (OLMT),2025-09-30,5520.76,170875211
,NSIA ASSET MANAGEMENT,FCP Aurore Obligations Souveraines,FCP,Obligataire (OLMT),2025-09-30,10670.33,33670594637
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions ,2025-09-30,22792,881888779
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2025-09-30,19724,1030314769
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2025-09-30,16853,3347326434
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM OBLIGATIONS,FCP,Obligataire (OLMT),2025-09-30,10048,115548685
,SGA2E,FCP CIE,FCPE,Diversifié,2025-09-30,9686.2327,46629495656
,SGA2E,FCP SODECI,FCPE,Diversifié,2025-09-30,11684.7226,23866313312
,OPTI ASSET MANAGEMENT,FCP 1 OPTI PLACEMENT,FCP,Actions ,2025-09-30,30900.44,904100821
,OPTI ASSET MANAGEMENT,FCP 2 OPTI REVENU,FCP,Obligataire (OLMT),2025-09-30,9482.48,11201238485
,OPTI ASSET MANAGEMENT,FCP 3 OPTI CAPITAL,FCP,Diversifié,2025-09-30,24583.82,1544572476
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL GARANTI,FCP,Diversifié,2025-09-30,20422.7335,2779881215
,ENKO CAPITAL WEST AFRICA,FCP PATRIMOINE,FCP,Obligataire (OLMT),2025-09-30,13326.8217,29554559409
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2025-09-30,12430.7813,5351414040
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2025-09-30,10166.3318,6314268035
,ENKO CAPITAL WEST AFRICA,FCP GOORGOORLU,FCP,Monétaire (OCT),2025-09-30,968.3068,519003712
,BOA CAPITAL CAM,FCP Emergence,FCP,Diversifié,2025-09-30,8318,28382536925
,BOA CAPITAL CAM,FCP BOA Investment,FCP,Obligataire (OLMT),2025-09-30,43382065,45613086501
,BOA CAPITAL CAM,FCP Global investors,FCP,Diversifié,2025-09-30,45575,13113725692
,BOA CAPITAL CAM,FCP BOA actions,FCP,Actions ,2025-09-30,20783,635266600
,BOA CAPITAL CAM,FCP BOA obligations,FCP,Obligataire (OLMT),2025-09-30,13220,49360398017
,BOA CAPITAL CAM,FCP Saham Performance,FCP,Actions ,2025-09-30,239262,568486011
,BOA CAPITAL CAM,FCP BOA rendement,FCP,Obligataire (OLMT),2025-09-30,38822947,47419927314
,BOA CAPITAL CAM,FCP BOA sécurité,FCP,Obligataire (OLMT),2025-09-30,117916.11,36972966505
,BOA CAPITAL CAM,FCP BOA BONDS,FCP,Obligataire (OLMT),2025-09-30,112459.05,45522203901
,BOA CAPITAL CAM,FCP BOA premium,FCP,Diversifié,2025-09-30,123480.18,277884859
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2025-09-30,11473,28487488299
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2025-09-30,2406,199847182
,BNI GESTION,CNRA,FCPE,Diversifié,2025-09-30,4201,108323202
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2025-09-30,6072,250250311
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2025-09-30,5423,649593466
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2025-09-30,8458,459751780
,BNI GESTION,CAPITAL CROISSANCE,FCP,Diversifié,2025-09-30,14139,17606966631
,BNI GESTION,DYNAMIC SAVINGS ,FCP,Actions ,2025-09-30,12882,4655000915
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2025-09-30,1763.76,2319784257
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2025-09-30,1211.33,1859066353
,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2025-09-30,1378.32,4022664820
,CGF GESTION,FCP WALO,FCP,Diversifié,2025-09-30,1306.45,1640392415
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2025-09-30,1721.49,12488347590
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2025-09-30,13497.89,7489367749
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2025-09-30,1791.11,4267614210
,CGF GESTION,FCP EXPAT,FCP,Diversifié,2025-09-30,1256.22,1844312056
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2025-09-30,1348.07,1144308757
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2025-09-30,2514.28,1334699534
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2025-09-30,1319.32,2494220372
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2025-09-30,1445968.93,1102297687
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2025-09-30,1160.4,1252525390
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2025-09-30,1248.04,10169960096
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2025-09-30,1272.31,3371794617
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2025-09-30,1235.61,5782842140
,CGF GESTION,FCP VISION MONETAIRE,FCP,Monétaire (OCT),2025-09-30,1003105.31,100310531
,CGF GESTION,FCP UCA DOGUICIMI,FCP,Obligataire (OLMT),2025-09-30,5104.18,426427507
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2025-09-30,146940.75,7168235672
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2025-09-30,10442.02,26475488279
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2025-09-30,2024.48,544987180
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2025-09-30,2338.96,2055534366
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2025-09-30,1567.27,2783303284
,CGF GESTION,FCP TRANSVIE,FCP,Diversifié,2025-09-30,1171.92,445367324
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2025-09-30,10841.28,1207328331
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2025-09-30,6123,782024170
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2025-09-30,20682,197112084999
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2025-09-30,10338,8633387218
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2025-09-30,2012350,601927704
,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2025-09-30,1001561,150234191
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2025-09-30,5541,15432540233
,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2025-09-30,N/D,6298294012
,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2025-09-30,N/D,21089515327
,BAOBAB ASSET MANAGEMENT,FCP BAM WURUS,FCP,Actions ,2025-09-30,15050,1567453247
,BAOBAB ASSET MANAGEMENT,FCP BAM TRESOR,FCP,Monétaire (OCT),2025-09-30,11350,4502229472
,BAOBAB ASSET MANAGEMENT,FCP BAM FI NATANGUE,FCPR,Actifs non cotés,2025-09-30,10419,139577122
,KAYDAN ASSET MANAGEMENT,FCP KAM SÛR,FCP,Obligataire (OLMT),2025-09-30,11464,302528503
,KAYDAN ASSET MANAGEMENT,FCPR KAM CROISSANCE +,FCPR,Actifs non cotés,2025-09-30,1113107,3000000000
,UCAMWAL,FCP UNITED CAPITAL SAPPHIRE,FCP,Diversifié,2025-09-30,5190.87,117563826
,UCAMWAL,FCP UNITED CAPITAL DIAMOND,FCP,Obligataire (OLMT),2025-09-30,108426.19,1218121577
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2025-12-31,6612.37,21327495752
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR DYNAMIQUE,FCP,Diversifié,2025-12-31,7364.56,2440307281
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2025-12-31,5771,5281859763
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2025-12-31,2435,5515128940
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2025-12-31,5731,5336869158
,SGCAMWA,SOGEVALOR,FCP,Actions ,2025-12-31,5865,7559522114
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions ,2025-12-31,5840,7028560816
,SGCAMWA,FCP SOGELIQUID,FCP,Monétaire (OCT),2025-12-31,11257597,41711900165
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2025-12-31,5173,40288175403
,SGCAMWA,ALLIANZ AFRICA,FCPR,Actifs non cotés,2025-12-31,104465366,10148041837
,SGCAMWA,SOGE EPARGNE PLUS,FCP,Obligataire (OLMT),2025-12-31,5413,12162429208
,SGCAMWA,FCP ENERGIES,FCP,Obligataire (OLMT),2025-12-31,5264,740603890
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CONFORT PLUS,FCP,Obligataire (OLMT),2025-12-31,1499.64,20194427074
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CAPITAL PLUS,FCP,Diversifié,2025-12-31,1602.82,4146232121
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM OBLIGATIS,FCP,Obligataire (OLMT),2025-12-31,9267.92,23645251600.46
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE  CROISSANCE ,FCP,Diversifié,2025-12-31,11374.87,13768180462.94
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE ACTION,FCP,Actions ,2025-12-31,9442.81,2020205831.5
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM SERENITIS,FCP,Obligataire (OLMT),2025-12-31,12656.15,13270725793.86
,SOAGA,FCP SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2025-12-31,17019.14,38785937100
,SOAGA,FCP SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2025-12-31,6575.57,35419796126
,SOAGA,FCP BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2025-12-31,14552.69,1855997879
,SOAGA,FCP SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2025-12-31,6325.09,36736615234
,SOAGA,FCP SOAGA TRESORERIE,FCP,Monétaire (OCT),2025-12-31,10401.7,6493561580
,SOAGA,SICAV ABDOU DIOUF,SICAV,Diversifié,2025-12-31,16700244.14,23781516725
,SOAGA,FCP SOAGA EPARGNE ACTIVE,FCP,Diversifié,2025-12-31,14654.8,10721124339
,SOAGA,FCP SOAGA EPARGNE DYNAMIQUE,FCP,Actions ,2025-12-31,7627.17,7126947285
,SOAGA,FCP SOAGA EPARGNE ACTIONS,FCP,Actions ,2025-12-31,11842.89,4940643990
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2025-12-31,6855,76632978685
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE EQUILIBRE,FCP,Diversifié,2025-12-31,41352760,7150728270
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2025-12-31,8585,2614290232
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions ,2025-12-31,16654.0887,3713034292
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2025-12-31,12802.7572,4154711397
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2025-12-31,8593.0436,3616825902
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP SDE,FCP,Diversifié,2025-12-31,2723,719683529
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions ,2025-12-31,10532,1550842776
,CORIS ASSET MANAGEMENT,CORIS PERFORMANCE,FCP,Diversifié,2025-12-31,9855,3439138464
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Monétaire (OCT),2025-12-31,5945,766872712
,ATTIJARI ASSET MANAGEMENT,SICAV ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2025-12-31,14592.75,77602057595.03
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2025-12-31,16031.64,5933357149.82
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI HORIZON,FCP,Obligataire (OLMT),2025-12-31,16917.51,37483062970.01
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI ACTIONS,FCP,Actions ,2025-12-31,26410.71,750856627.14
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI DIVERSIFIE,FCP,Diversifié,2025-12-31,24943.62,9399954959.21
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI INVEST,FCP,Obligataire (OLMT),2025-12-31,16060.82,14700724926.36
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2025-12-31,15856.07,33940002670.74
,ATTIJARI ASSET MANAGEMENT,FCP CRBC-PROSPERITE,FCP,Obligataire (OLMT),2025-12-31,12405.21,30632167451.44
,ATTIJARI ASSET MANAGEMENT,FCP WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2025-12-31,11478.06,51889766284.88
,ATTIJARI ASSET MANAGEMENT,FCP CRAT PERFORMANCE,FCP,Diversifié,2025-12-31,13695.6,791988899.73
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2025-12-31,7694.0124,72779779274
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2025-12-31,7251.2046,55602318792
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE IFC,FCP,Obligataire (OLMT),2025-12-31,1410241.1734,8697863833
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE OBLIGATIONS,FCP,Obligataire (OLMT),2025-12-31,12428.8697,428508079
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE PLUS,FCP,Obligataire (OLMT),2025-12-31,12035.6998,61226247278
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE PRESTIGE,FCP,Obligataire (OLMT),2025-12-31,1208755.5254,67169915594
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2025-12-31,6894.0616,5007154896
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE ACTIONS,FCP,Actions ,2025-12-31,13607.6381,399618786
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE HORIZON,FCP,Diversifié,2025-12-31,11560.3276,507596093
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE CROISSANCE,FCP,Diversifié,2025-12-31,6926.2876,19242233643
,SGO MALI FINANCES,FCP NYESIGUI,FCP,Diversifié,2025-12-31,15642.54,967615072
,SGO MALI FINANCES,FCP TOUNKARANKE,FCP,Obligataire (OLMT),2025-12-31,128585.49,740297881
,SGO MALI FINANCES,FCPE ORANGE,FCPE,Diversifié,2025-12-31,37498.61,4747476820
,NSIA ASSET MANAGEMENT,FCP NSIA Fonds Diversifié,FCP,Diversifié,2025-12-31,7192.75,48988189137
,NSIA ASSET MANAGEMENT,FCP Aurore Opportunités,FCP,Actions ,2025-12-31,9216.84,16148211175
,NSIA ASSET MANAGEMENT,TAWFIR HALAL,FCP,Diversifié,2025-12-31,5866.61,1248864924
,NSIA ASSET MANAGEMENT,FCP Aurore sécurité,FCP,Obligataire (OLMT),2025-12-31,6498.3,48667807471
,NSIA ASSET MANAGEMENT,FCP Aurore Monetaris,FCP,Monétaire (OCT),2025-12-31,5896.85,11016821185
,NSIA ASSET MANAGEMENT,FCP NSIA Assurance Optimum,FCP,Diversifié,2025-12-31,1322552.94,5144042001
,NSIA ASSET MANAGEMENT,FCPE Evolutis,FCPE,Diversifié,2025-12-31,6373.52,1298797166
,NSIA ASSET MANAGEMENT,FCP AURORE SECURITE II,FCP,Obligataire (OLMT),2025-12-31,5931.4,50226476626
,NSIA ASSET MANAGEMENT,FCP Obligations Premium,FCP,Obligataire (OLMT),2025-12-31,5537.81,839492137
,NSIA ASSET MANAGEMENT,FCP Aurore Obligations Souveraines,FCP,Obligataire (OLMT),2025-12-31,10953.82,50315906518
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions ,2025-12-31,23731,1036771674
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2025-12-31,20490,1221084119
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2025-12-31,17257,3519872654
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM OBLIGATIONS,FCP,Obligataire (OLMT),2025-12-31,10108,1181270293
,SGA2E,FCP CIE,FCPE,Diversifié,2025-12-31,9862,47799240722
,SGA2E,FCP SODECI,FCPE,Diversifié,2025-12-31,11849,24466561590
,OPTI ASSET MANAGEMENT,FCP 1 OPTI PLACEMENT,FCP,Actions ,2025-12-31,33573.97,1153557271
,OPTI ASSET MANAGEMENT,FCP 2 OPTI REVENU,FCP,Obligataire (OLMT),2025-12-31,9628.95,11185363156
,OPTI ASSET MANAGEMENT,FCP 3 OPTI CAPITAL,FCP,Diversifié,2025-12-31,27829.53,1526722500
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL GARANTI,FCP,Diversifié,2025-12-31,20365.8859,2772143294
,ENKO CAPITAL WEST AFRICA,FCP PATRIMOINE,FCP,Obligataire (OLMT),2025-12-31,13477.1536,29887946633
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2025-12-31,12558.0513,5399660672
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2025-12-31,10283.5854,10666052514
,ENKO CAPITAL WEST AFRICA,FCP GOORGOORLU,FCP,Monétaire (OCT),2025-12-31,997.2306,8553747062
,BOA CAPITAL CAM,FCP Emergence,FCP,Diversifié,2025-12-31,8486,28686256920
,BOA CAPITAL CAM,FCP BOA Investment,FCP,Obligataire (OLMT),2025-12-31,44031595,35372258504
,BOA CAPITAL CAM,FCP Global investors,FCP,Diversifié,2025-12-31,47553,13680974377
,BOA CAPITAL CAM,FCP BOA actions,FCP,Actions ,2025-12-31,21834,695008623
,BOA CAPITAL CAM,FCP BOA obligations,FCP,Obligataire (OLMT),2025-12-31,13414,47730264804
,BOA CAPITAL CAM,FCP Saham Performance,FCP,Actions ,2025-12-31,255082,606073645
,BOA CAPITAL CAM,FCP BOA rendement,FCP,Obligataire (OLMT),2025-12-31,39379895,47563458177
,BOA CAPITAL CAM,FCP BOA sécurité,FCP,Obligataire (OLMT),2025-12-31,119631.55,38491210281
,BOA CAPITAL CAM,FCP BOA BONDS,FCP,Obligataire (OLMT),2025-12-31,114602.03,36801087285
,BOA CAPITAL CAM,FCP BOA premium,FCP,Diversifié,2025-12-31,126549.6,284547503
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2025-12-31,11657,39494393267
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2025-12-31,2417,348513287
,BNI GESTION,CNRA,FCPE,Diversifié,2025-12-31,4129,106457403
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2025-12-31,6160,436506022
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2025-12-31,5584,713499582
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2025-12-31,8442,428726137
,BNI GESTION,CAPITAL CROISSANCE,FCP,Diversifié,2025-12-31,14139,16849397910
,BNI GESTION,DYNAMIC SAVINGS ,FCP,Actions ,2025-12-31,13493,4360390214
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2025-12-31,1805.5003,2569383189
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2025-12-31,1190.006,1783754588
,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2025-12-31,1383.3172,4037248635
,CGF GESTION,FCP WALO,FCP,Diversifié,2025-12-31,1317.2501,1574213516
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2025-12-31,1746.2375,11705461783
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2025-12-31,13656.6342,7411564628
